customer_id,lead_id,conversion_id,join_date,segment,lifetime_value,churned,churn_date
21490,73430,73430,2025-11-01,High-Value,289979.07,0,
21491,73431,73431,2026-01-10,Standard,50880.42,0,
21492,73432,73432,2025-03-09,Standard,105002.32,1,2026-06-17
21493,73438,73438,2025-04-15,High-Value,273196.13,0,
21494,73440,73440,2024-03-02,At-Risk,28987.46,0,
21495,73449,73449,2024-07-30,Standard,106738.13,0,
21496,73451,73451,2024-07-18,Standard,145051.85,0,
21497,73452,73452,2025-07-07,Standard,52781.57,0,
21498,73458,73458,2024-06-21,At-Risk,11369.35,0,
21499,73460,73460,2024-11-27,Standard,404910.12,0,
21500,73464,73464,2024-03-14,Standard,34848.34,0,
21501,73465,73465,2025-05-29,At-Risk,27915.15,0,
21502,73466,73466,2024-11-08,Standard,128291.72,1,2025-03-23
21503,73467,73467,2024-09-23,At-Risk,14050.07,1,2026-06-14
21504,73468,73468,2025-11-10,At-Risk,11131.33,0,
21505,73469,73469,2024-07-28,Standard,58040.84,0,
21506,73477,73477,2024-05-25,Standard,37476.99,0,
21507,73478,73478,2024-06-05,Standard,95694.42,0,
21508,73479,73479,2026-01-15,Standard,61794.99,0,
21509,73481,73481,2025-08-27,Standard,32468.97,0,
21510,73493,73493,2024-02-04,Standard,56747.12,0,
21511,73497,73497,2025-06-30,High-Value,195719.6,0,
21512,73498,73498,2024-10-31,Standard,174587.27,0,
21513,73502,73502,2025-07-10,Standard,81218.65,0,
21514,73506,73506,2024-06-18,High-Value,243735.17,0,
21515,73509,73509,2024-03-10,Standard,100136.05,0,
21516,73510,73510,2024-04-14,Standard,69707.67,0,
21517,73512,73512,2024-03-31,Standard,41390.22,0,
21518,73513,73513,2025-04-20,At-Risk,15208.31,1,2026-02-20
21519,73514,73514,2025-05-09,Standard,63922.79,0,
21520,73516,73516,2024-04-08,At-Risk,55607.64,0,
21521,73517,73517,2024-03-31,At-Risk,19119.86,0,
21522,73520,73520,2024-02-19,Standard,38135.82,0,
21523,73523,73523,2024-10-31,Standard,199811.95,0,
21524,73526,73526,2025-02-07,Standard,46223.06,0,
21525,73529,73529,2025-11-16,Standard,39384.03,0,
21526,73531,73531,2025-08-25,Standard,30552.95,1,2026-05-29
21527,73535,73535,2024-02-01,At-Risk,38805.04,1,2025-01-15
21528,73536,73536,2025-06-21,Standard,37838.79,0,
21529,73538,73538,2025-06-16,Standard,45949.31,0,
21530,73540,73540,2025-01-06,Standard,46430.82,0,
21531,73550,73550,2024-12-29,Standard,63493.91,0,
21532,73562,73562,2025-11-06,Standard,118428.58,1,2027-09-24
21533,73569,73569,2024-11-16,Standard,217535.79,0,
21534,73571,73571,2025-05-29,Standard,84847.59,0,
21535,73573,73573,2024-07-08,At-Risk,71584.46,0,
21536,73575,73575,2024-07-13,Standard,79903.66,0,
21537,73580,73580,2025-04-06,Standard,58718.47,0,
21538,73585,73585,2024-03-30,Standard,35896.95,0,
21539,73586,73586,2025-08-12,Standard,64401.51,1,2025-11-26
21540,73593,73593,2025-12-27,At-Risk,16128.35,1,2027-02-24
21541,73594,73594,2026-01-10,At-Risk,49958.65,0,
21542,73598,73598,2024-07-06,Standard,210354.7,0,
21543,73599,73599,2026-01-04,Standard,82624.68,0,
21544,73601,73601,2024-04-18,Standard,114085.73,0,
21545,73602,73602,2025-11-24,At-Risk,19654.38,0,
21546,73603,73603,2025-06-28,At-Risk,41262.14,0,
21547,73605,73605,2024-05-29,Standard,109192.4,0,
21548,73606,73606,2025-08-30,Standard,45049.45,0,
21549,73616,73616,2024-03-22,Standard,48379.87,0,
21550,73618,73618,2025-12-10,At-Risk,30736.66,0,
21551,73619,73619,2024-01-26,Standard,42543.99,0,
21552,73623,73623,2025-06-01,Standard,205244.01,0,
21553,73625,73625,2024-12-28,Standard,71936.07,0,
21554,73629,73629,2025-10-07,At-Risk,36546.74,0,
21555,73630,73630,2025-10-17,At-Risk,27423.32,1,2026-02-07
21556,73633,73633,2024-12-20,Standard,30516.78,0,
21557,73638,73638,2024-10-24,Standard,64078.21,0,
21558,73640,73640,2024-08-22,Standard,227352.42,0,
21559,73643,73643,2025-04-13,Standard,42676.41,0,
21560,73644,73644,2024-05-13,Standard,97988.65,0,
21561,73648,73648,2024-08-10,High-Value,332541.42,0,
21562,73649,73649,2024-03-24,Standard,48250.66,1,2025-06-18
21563,73652,73652,2024-12-26,Standard,65004.61,0,
21564,73654,73654,2024-09-18,At-Risk,31079.22,0,
21565,73656,73656,2024-10-11,Standard,110988.38,0,
21566,73658,73658,2024-11-06,At-Risk,19782.95,0,
21567,73661,73661,2024-04-22,Standard,70875.88,0,
21568,73665,73665,2024-02-05,Standard,207208.16,0,
21569,73668,73668,2026-01-13,Standard,96363.44,0,
21570,73669,73669,2025-10-08,High-Value,423872.29,0,
21571,73677,73677,2024-11-18,At-Risk,123775.6,0,
21572,73679,73679,2024-03-19,Standard,38231.55,0,
21573,73689,73689,2025-10-22,Standard,88479.82,0,
21574,73695,73695,2025-07-28,Standard,60213.71,0,
21575,73696,73696,2025-04-29,Standard,85791.85,0,
21576,73697,73697,2024-11-09,At-Risk,27521.46,0,
21577,73698,73698,2024-02-02,At-Risk,25671.82,0,
21578,73700,73700,2024-12-28,Standard,104365.39,0,
21579,73705,73705,2024-01-10,Standard,74065.88,0,
21580,73709,73709,2024-11-16,Standard,35961.03,0,
21581,73712,73712,2025-04-30,Standard,41706.85,0,
21582,73713,73713,2024-08-10,At-Risk,22221.91,1,2024-10-09
21583,73717,73717,2024-11-27,Standard,58635.29,0,
21584,73719,73719,2025-05-31,At-Risk,31682.53,1,2026-12-13
21585,73723,73723,2025-12-25,Standard,91533.25,0,
21586,73727,73727,2025-03-14,At-Risk,25025.3,0,
21587,73728,73728,2025-12-21,Standard,71847.97,0,
21588,73730,73730,2024-03-28,Standard,93680.42,0,
21589,73736,73736,2025-05-12,Standard,139239.29,0,
21590,73737,73737,2025-09-23,Standard,90301.02,0,
21591,73744,73744,2025-06-01,At-Risk,14729.72,1,2026-05-15
21592,73748,73748,2025-03-16,Standard,115125.01,0,
21593,73749,73749,2025-12-15,At-Risk,47591.05,0,
21594,73754,73754,2024-11-29,Standard,35586.3,0,
21595,73761,73761,2025-02-09,Standard,44965.68,0,
21596,73775,73775,2024-07-06,Standard,52336.82,0,
21597,73778,73778,2025-03-14,At-Risk,44014.97,0,
21598,73779,73779,2024-09-19,Standard,40028.47,0,
21599,73782,73782,2025-11-25,Standard,161412.86,0,
21600,73783,73783,2025-10-22,High-Value,223100.37,0,
21601,73800,73800,2024-10-24,Standard,59080.64,0,
21602,73809,73809,2024-03-22,High-Value,351919.06,0,
21603,73810,73810,2025-07-30,Standard,44443.74,1,2027-03-06
21604,73811,73811,2025-05-16,Standard,91091.53,0,
21605,73812,73812,2025-03-26,Standard,64224.04,0,
21606,73816,73816,2025-02-04,Standard,49413.92,0,
21607,73819,73819,2025-11-17,At-Risk,64888.13,0,
21608,73820,73820,2025-03-05,High-Value,289617.26,0,
21609,73821,73821,2024-05-28,Standard,56050.28,0,
21610,73826,73826,2025-09-27,Standard,72172.2,1,2026-04-19
21611,73829,73829,2024-02-15,Standard,31776.38,0,
21612,73833,73833,2024-06-20,Standard,44125.91,0,
21613,73834,73834,2025-03-17,At-Risk,77250.03,0,
21614,73838,73838,2024-10-29,Standard,174264.69,0,
21615,73841,73841,2025-08-02,Standard,56343.25,0,
21616,73844,73844,2024-09-25,Standard,59144.01,0,
21617,73845,73845,2025-01-12,Standard,135962.17,0,
21618,73847,73847,2024-06-13,High-Value,278560.78,0,
21619,73854,73854,2024-05-25,Standard,40425.03,0,
21620,73855,73855,2025-01-17,Standard,33110.14,0,
21621,73856,73856,2024-04-09,Standard,74651.6,0,
21622,73857,73857,2025-01-06,At-Risk,27788.32,0,
21623,73866,73866,2024-03-19,At-Risk,20758.87,0,
21624,73871,73871,2025-07-27,Standard,51923.47,0,
21625,73875,73875,2024-11-19,At-Risk,23450.47,0,
21626,73877,73877,2025-05-12,At-Risk,22492.28,0,
21627,73884,73884,2024-06-27,Standard,121691.93,0,
21628,73887,73887,2024-06-06,At-Risk,31864.89,1,2025-01-18
21629,73889,73889,2025-06-03,High-Value,161524.13,0,
21630,73895,73895,2024-09-12,Standard,30960.88,0,
21631,73902,73902,2025-11-14,Standard,31611.71,0,
21632,73903,73903,2025-12-05,Standard,54293.49,0,
21633,73910,73910,2025-02-15,Standard,88641.35,0,
21634,73911,73911,2025-10-27,High-Value,257750.26,0,
21635,73913,73913,2024-12-16,Standard,83915.29,1,2026-09-29
21636,73916,73916,2024-10-01,Standard,46150.18,1,2025-11-24
21637,73917,73917,2025-08-27,High-Value,228895.9,0,
21638,73920,73920,2024-11-13,Standard,56757.29,0,
21639,73921,73921,2025-01-20,Standard,236159.1,0,
21640,73922,73922,2025-02-23,Standard,54593.89,1,2026-07-30
21641,73923,73923,2025-10-11,Standard,52793.16,1,2026-09-18
21642,73925,73925,2025-09-11,Standard,134596.51,0,
21643,73926,73926,2025-01-22,Standard,101771.55,0,
21644,73934,73934,2024-10-10,Standard,193554.48,0,
21645,73937,73937,2024-10-28,Standard,55141.31,1,2025-09-18
21646,73939,73939,2024-10-22,Standard,95554.65,0,
21647,73947,73947,2024-11-15,At-Risk,32772.9,1,2025-11-05
21648,73949,73949,2025-02-04,Standard,74430.7,1,2025-04-25
21649,73950,73950,2025-10-15,High-Value,457479.02,0,
21650,73955,73955,2025-08-15,Standard,49818.53,0,
21651,73956,73956,2024-04-18,At-Risk,64953.99,0,
21652,73958,73958,2025-08-03,At-Risk,82010.83,0,
21653,73959,73959,2024-02-23,At-Risk,10705.2,1,2025-06-03
21654,73960,73960,2025-04-09,At-Risk,35142.09,0,
21655,73962,73962,2025-11-29,Standard,69927.5,1,2026-08-31
21656,73969,73969,2025-04-11,Standard,164742.87,0,
21657,73978,73978,2024-02-07,Standard,66016.19,0,
21658,73983,73983,2024-02-17,Standard,89990.78,0,
21659,73987,73987,2024-02-22,High-Value,515303.36,0,
21660,73991,73991,2024-08-08,At-Risk,22606.74,0,
21661,73993,73993,2024-01-30,Standard,27684.3,0,
21662,73998,73998,2025-12-05,Standard,50655.19,1,2026-01-30
21663,74004,74004,2025-09-16,Standard,122674.81,0,
21664,74005,74005,2024-03-20,Standard,139356.61,0,
21665,74007,74007,2025-11-21,Standard,47294.41,0,
21666,74009,74009,2025-07-13,Standard,150297.54,0,
21667,74011,74011,2024-12-21,At-Risk,36693.47,0,
21668,74012,74012,2025-08-15,Standard,115311.78,0,
21669,74014,74014,2026-01-20,At-Risk,56617.4,1,2026-12-16
21670,74018,74018,2024-11-05,Standard,82409.1,0,
21671,74022,74022,2025-08-10,Standard,41932.72,0,
21672,74025,74025,2025-03-01,Standard,115121.92,0,
21673,74027,74027,2025-07-21,Standard,45784.72,0,
21674,74031,74031,2024-08-02,At-Risk,38394.85,1,2025-10-21
21675,74034,74034,2025-05-16,Standard,50817.92,0,
21676,74038,74038,2026-01-05,Standard,64657.87,0,
21677,74039,74039,2025-01-06,Standard,49087.72,0,
21678,74040,74040,2024-07-02,At-Risk,55037.24,0,
21679,74045,74045,2025-02-04,At-Risk,19281.02,0,
21680,74048,74048,2025-12-06,At-Risk,23761.16,0,
21681,74051,74051,2024-01-26,Standard,55214.56,0,
21682,74054,74054,2025-06-08,Standard,60849.32,0,
21683,74066,74066,2025-10-30,At-Risk,15681.67,1,2025-12-24
21684,74068,74068,2024-05-05,Standard,58438.49,1,2026-01-07
21685,74073,74073,2025-09-25,Standard,99247.85,0,
21686,74075,74075,2025-05-20,Standard,81256.33,0,
21687,74081,74081,2025-11-23,Standard,55796.63,0,
21688,74084,74084,2024-08-08,Standard,44560.57,0,
21689,74085,74085,2025-10-09,At-Risk,25248.29,1,2026-06-17
21690,74086,74086,2024-03-31,At-Risk,30022.66,0,
21691,74088,74088,2024-10-30,Standard,95373.06,0,
21692,74098,74098,2024-02-01,At-Risk,29099.36,0,
21693,74104,74104,2024-08-09,Standard,84390.29,1,2025-08-20
21694,74107,74107,2024-10-16,Standard,60076.24,0,
21695,74109,74109,2025-04-23,Standard,80289.25,0,
21696,74111,74111,2024-08-29,At-Risk,73718.21,0,
21697,74112,74112,2025-06-13,Standard,128426.73,0,
21698,74115,74115,2025-06-02,Standard,40040.0,0,
21699,74119,74119,2025-05-26,Standard,71011.42,0,
21700,74120,74120,2025-01-27,Standard,170444.34,0,
21701,74125,74125,2025-05-20,At-Risk,27788.47,0,
21702,74126,74126,2025-01-29,At-Risk,23718.59,0,
21703,74127,74127,2025-01-09,Standard,100246.3,0,
21704,74130,74130,2025-11-20,At-Risk,125262.82,0,
21705,74137,74137,2025-02-01,At-Risk,10149.29,0,
21706,74142,74142,2024-02-28,Standard,35850.51,0,
21707,74143,74143,2025-07-30,Standard,37732.77,1,2027-02-01
21708,74144,74144,2024-10-23,Standard,44149.72,1,2026-09-10
21709,74145,74145,2024-04-03,At-Risk,34078.3,1,2025-09-26
21710,74147,74147,2024-08-13,High-Value,424902.72,0,
21711,74149,74149,2025-02-26,Standard,163397.69,0,
21712,74150,74150,2025-05-11,Standard,62714.28,0,
21713,74154,74154,2024-08-01,Standard,59307.92,0,
21714,74156,74156,2025-10-24,Standard,55757.47,0,
21715,74161,74161,2025-05-22,Standard,277851.28,0,
21716,74166,74166,2024-12-20,Standard,59038.4,0,
21717,74167,74167,2024-07-22,Standard,123559.12,0,
21718,74169,74169,2025-04-11,Standard,143308.49,0,
21719,74171,74171,2024-12-08,Standard,47316.86,0,
21720,74173,74173,2025-01-25,Standard,25908.26,0,
21721,74179,74179,2025-04-13,At-Risk,43720.46,1,2027-02-22
21722,74185,74185,2024-01-20,At-Risk,20415.74,0,
21723,74187,74187,2024-07-06,Standard,102720.51,0,
21724,74188,74188,2025-05-07,At-Risk,32559.88,0,
21725,74191,74191,2025-08-12,At-Risk,30004.15,1,2027-06-28
21726,74194,74194,2025-06-13,Standard,93251.0,0,
21727,74195,74195,2024-07-05,Standard,120756.47,0,
21728,74196,74196,2025-11-18,At-Risk,22147.35,0,
21729,74206,74206,2025-03-09,At-Risk,56164.77,0,
21730,74207,74207,2024-11-22,Standard,76314.02,0,
21731,74210,74210,2024-12-22,At-Risk,105543.27,0,
21732,74212,74212,2024-10-05,Standard,74298.4,0,
21733,74213,74213,2025-11-19,Standard,41383.26,0,
21734,74221,74221,2024-08-15,At-Risk,19974.14,0,
21735,74224,74224,2024-03-15,Standard,79367.01,0,
21736,74225,74225,2024-02-03,Standard,45969.93,0,
21737,74226,74226,2024-04-03,High-Value,281598.4,0,
21738,74227,74227,2025-06-14,Standard,244444.23,1,2026-12-23
21739,74228,74228,2025-07-03,At-Risk,14413.63,1,2026-06-17
21740,74238,74238,2025-05-10,At-Risk,20476.39,0,
21741,74241,74241,2024-03-02,At-Risk,24875.8,1,2025-03-19
21742,74242,74242,2024-07-23,At-Risk,60740.11,0,
21743,74243,74243,2024-04-26,At-Risk,41813.28,1,2026-04-24
21744,74244,74244,2025-01-18,Standard,32179.18,0,
21745,74245,74245,2024-03-09,Standard,88195.37,0,
21746,74246,74246,2024-08-24,Standard,80545.57,0,
21747,74250,74250,2024-11-05,Standard,56304.58,1,2025-07-13
21748,74251,74251,2025-12-18,Standard,58504.14,1,2027-04-02
21749,74252,74252,2025-05-17,At-Risk,75668.57,1,2026-10-29
21750,74255,74255,2025-09-17,At-Risk,13895.61,1,2027-07-31
21751,74256,74256,2025-05-20,Standard,35251.95,1,2026-03-21
21752,74258,74258,2025-04-17,Standard,35980.5,0,
21753,74266,74266,2025-05-28,High-Value,214495.54,0,
21754,74271,74271,2025-04-23,Standard,38535.38,0,
21755,74272,74272,2025-05-31,High-Value,319234.62,0,
21756,74284,74284,2024-09-21,At-Risk,54292.73,0,
21757,74288,74288,2025-10-03,High-Value,324566.47,1,2027-06-25
21758,74290,74290,2024-02-12,Standard,38490.51,0,
21759,74291,74291,2025-02-11,Standard,146203.94,1,2025-06-17
21760,74292,74292,2024-05-19,Standard,53637.39,0,
21761,74294,74294,2024-09-27,Standard,38195.96,0,
21762,74297,74297,2025-03-23,Standard,47257.62,0,
21763,74300,74300,2025-08-29,At-Risk,24821.71,1,2026-09-25
21764,74303,74303,2025-03-09,Standard,191043.43,0,
21765,74312,74312,2024-12-01,At-Risk,31463.79,1,2025-10-06
21766,74317,74317,2025-03-06,At-Risk,30404.99,1,2025-05-09
21767,74320,74320,2024-03-26,Standard,77549.83,0,
21768,74321,74321,2025-01-14,Standard,28538.46,0,
21769,74324,74324,2024-01-15,Standard,82726.01,0,
21770,74325,74325,2025-02-26,Standard,28333.54,0,
21771,74333,74333,2025-05-30,Standard,129223.26,0,
21772,74338,74338,2025-11-16,Standard,53074.84,0,
21773,74339,74339,2024-09-11,Standard,75141.5,1,2025-09-12
21774,74341,74341,2025-06-13,At-Risk,42328.54,1,2026-07-17
21775,74342,74342,2024-09-03,Standard,29288.82,0,
21776,74347,74347,2025-07-11,At-Risk,106009.62,0,
21777,74350,74350,2024-11-29,Standard,173042.67,0,
21778,74351,74351,2024-09-07,At-Risk,71132.78,0,
21779,74353,74353,2025-04-23,Standard,104715.47,0,
21780,74357,74357,2024-03-06,At-Risk,35503.29,0,
21781,74364,74364,2024-10-26,Standard,39019.45,0,
21782,74365,74365,2025-09-05,Standard,65839.76,1,2027-03-22
21783,74369,74369,2024-10-30,Standard,86239.9,0,
21784,74370,74370,2024-01-26,Standard,118686.37,0,
21785,74371,74371,2024-03-27,At-Risk,29263.39,0,
21786,74372,74372,2025-11-15,High-Value,557764.64,0,
21787,74373,74373,2024-06-03,Standard,47148.35,1,2025-05-05
21788,74375,74375,2025-10-30,High-Value,161018.09,0,
21789,74377,74377,2024-09-26,Standard,47727.12,0,
21790,74378,74378,2024-12-14,At-Risk,23452.82,0,
21791,74379,74379,2024-02-24,Standard,72987.01,0,
21792,74380,74380,2025-03-14,Standard,51259.12,0,
21793,74382,74382,2024-10-22,At-Risk,13321.88,0,
21794,74387,74387,2024-03-07,Standard,64679.68,0,
21795,74389,74389,2025-12-20,Standard,57429.9,0,
21796,74391,74391,2025-10-02,Standard,63906.86,0,
21797,74392,74392,2025-01-25,Standard,46421.18,0,
21798,74393,74393,2025-11-26,At-Risk,32239.57,0,
21799,74395,74395,2024-04-25,Standard,63551.25,0,
21800,74398,74398,2024-01-23,At-Risk,84425.86,0,
21801,74410,74410,2025-04-13,Standard,117398.09,0,
21802,74413,74413,2025-04-30,Standard,69614.73,1,2025-10-27
21803,74418,74418,2024-11-29,Standard,141543.75,0,
21804,74422,74422,2025-06-29,Standard,36303.49,0,
21805,74423,74423,2025-04-28,Standard,50940.35,0,
21806,74426,74426,2024-08-03,At-Risk,14266.68,1,2026-06-05
21807,74433,74433,2024-04-05,Standard,45832.02,0,
21808,74446,74446,2026-01-01,Standard,48075.54,1,2027-01-16
21809,74447,74447,2025-11-11,Standard,160970.96,1,2026-04-17
21810,74452,74452,2025-07-20,Standard,35495.95,0,
21811,74455,74455,2025-08-08,Standard,54535.17,1,2025-11-26
21812,74459,74459,2024-06-05,Standard,35227.87,0,
21813,74462,74462,2025-02-12,At-Risk,33248.14,0,
21814,74464,74464,2024-07-04,Standard,72002.13,0,
21815,74470,74470,2025-11-09,At-Risk,48365.11,1,2026-05-04
21816,74471,74471,2024-10-24,Standard,31929.31,0,
21817,74472,74472,2025-04-29,Standard,73224.5,0,
21818,74474,74474,2024-02-04,At-Risk,82341.88,0,
21819,74478,74478,2025-01-15,Standard,82908.84,0,
21820,74481,74481,2025-11-28,At-Risk,29397.62,0,
21821,74482,74482,2025-10-10,At-Risk,44172.04,0,
21822,74486,74486,2024-06-11,At-Risk,44913.77,1,2025-07-01
21823,74493,74493,2024-12-07,At-Risk,45759.73,0,
21824,74496,74496,2025-01-24,Standard,44197.49,1,2025-04-16
21825,74498,74498,2024-03-03,At-Risk,20549.3,0,
21826,74500,74500,2024-08-16,Standard,77335.25,0,
21827,74508,74508,2025-02-15,Standard,97105.28,0,
21828,74509,74509,2024-03-20,Standard,65995.33,0,
21829,74511,74511,2025-11-24,Standard,75759.24,0,
21830,74514,74514,2026-01-19,Standard,85062.4,0,
21831,74516,74516,2024-09-04,Standard,60842.9,0,
21832,74518,74518,2024-05-29,Standard,105767.06,0,
21833,74526,74526,2025-01-30,Standard,275885.73,0,
21834,74533,74533,2024-10-17,Standard,57788.66,0,
21835,74534,74534,2025-08-26,Standard,107078.16,0,
21836,74537,74537,2025-08-16,Standard,146759.28,0,
21837,74539,74539,2024-05-20,High-Value,258419.25,0,
21838,74548,74548,2024-08-17,At-Risk,76608.13,0,
21839,74552,74552,2024-11-09,Standard,93979.5,1,2025-10-10
21840,74562,74562,2025-02-07,Standard,33029.06,0,
21841,74563,74563,2024-09-30,Standard,144968.87,0,
21842,74569,74569,2025-02-01,At-Risk,28277.93,0,
21843,74571,74571,2024-08-27,Standard,57186.67,0,
21844,74574,74574,2025-02-27,Standard,112098.17,1,2026-09-18
21845,74576,74576,2025-10-03,Standard,91473.79,0,
21846,74577,74577,2024-09-24,At-Risk,30169.93,0,
21847,74578,74578,2024-06-14,Standard,55817.95,1,2025-04-26
21848,74589,74589,2025-10-04,High-Value,288368.64,0,
21849,74590,74590,2025-11-21,Standard,144902.19,0,
21850,74591,74591,2024-07-15,Standard,55525.63,0,
21851,74592,74592,2025-01-07,Standard,78960.4,1,2026-06-26
21852,74601,74601,2025-02-28,At-Risk,56759.51,1,2027-02-22
21853,74606,74606,2024-11-20,At-Risk,53336.79,1,2025-07-05
21854,74614,74614,2025-11-16,At-Risk,27352.18,0,
21855,74617,74617,2025-06-24,Standard,37182.57,0,
21856,74618,74618,2024-03-20,Standard,80093.62,1,2025-08-29
21857,74620,74620,2024-12-08,Standard,37751.18,0,
21858,74621,74621,2025-09-28,Standard,58492.98,0,
21859,74627,74627,2025-10-10,At-Risk,24694.39,0,
21860,74634,74634,2024-03-01,High-Value,193263.72,0,
21861,74638,74638,2025-05-11,Standard,61273.47,0,
21862,74640,74640,2025-07-05,Standard,55295.37,0,
21863,74642,74642,2025-02-28,At-Risk,34208.85,0,
21864,74644,74644,2025-11-14,At-Risk,11279.86,0,
21865,74646,74646,2024-12-31,Standard,110976.99,0,
21866,74647,74647,2024-04-29,Standard,88669.73,1,2024-11-10
21867,74655,74655,2024-10-06,Standard,93365.76,0,
21868,74668,74668,2024-02-28,Standard,75877.43,0,
21869,74671,74671,2025-05-24,Standard,56726.28,0,
21870,74672,74672,2025-01-11,Standard,97427.65,0,
21871,74674,74674,2025-06-10,At-Risk,121475.2,0,
21872,74676,74676,2024-05-01,Standard,109078.21,0,
21873,74682,74682,2024-04-21,At-Risk,39576.81,0,
21874,74684,74684,2025-01-11,Standard,43021.14,0,
21875,74686,74686,2024-10-24,Standard,74653.62,0,
21876,74689,74689,2025-10-25,At-Risk,83739.23,0,
21877,74690,74690,2024-05-27,Standard,43132.79,0,
21878,74692,74692,2025-08-31,Standard,99177.6,0,
21879,74693,74693,2025-12-24,Standard,29443.74,0,
21880,74700,74700,2024-12-20,At-Risk,90781.95,0,
21881,74704,74704,2025-11-08,At-Risk,40357.01,1,2026-03-08
21882,74710,74710,2025-03-25,Standard,55530.1,0,
21883,74713,74713,2025-09-04,At-Risk,34825.57,0,
21884,74715,74715,2024-01-17,Standard,130585.76,0,
21885,74720,74720,2025-10-23,At-Risk,25914.84,0,
21886,74721,74721,2024-10-05,At-Risk,38112.55,0,
21887,74724,74724,2024-03-10,Standard,47121.12,0,
21888,74729,74729,2025-06-14,Standard,42832.28,1,2026-02-22
21889,74730,74730,2025-03-07,Standard,55255.46,0,
21890,74739,74739,2025-06-19,Standard,66096.63,0,
21891,74744,74744,2024-04-18,Standard,65464.66,1,2025-06-23
21892,74745,74745,2025-07-05,High-Value,358426.74,1,2026-10-05
21893,74752,74752,2025-10-28,Standard,65766.32,0,
21894,74762,74762,2024-08-29,Standard,79679.72,0,
21895,74768,74768,2025-12-02,Standard,75056.1,0,
21896,74770,74770,2025-02-14,At-Risk,24891.44,0,
21897,74773,74773,2025-09-10,Standard,28516.48,0,
21898,74774,74774,2024-09-15,Standard,67280.26,0,
21899,74781,74781,2025-06-04,At-Risk,20179.72,0,
21900,74782,74782,2024-10-12,At-Risk,45085.28,0,
21901,74783,74783,2024-10-26,Standard,67353.65,1,2025-08-30
21902,74786,74786,2024-05-19,Standard,51581.75,0,
21903,74789,74789,2025-10-27,Standard,51780.59,0,
21904,74795,74795,2024-10-21,Standard,80868.65,1,2024-12-11
21905,74798,74798,2024-01-22,Standard,105265.41,1,2025-07-27
21906,74799,74799,2025-11-21,Standard,108434.0,0,
21907,74804,74804,2025-12-24,Standard,58217.66,0,
21908,74813,74813,2024-06-13,At-Risk,35745.62,0,
21909,74815,74815,2024-06-28,Standard,26514.36,0,
21910,74817,74817,2025-04-07,At-Risk,77852.03,0,
21911,74826,74826,2024-12-05,Standard,119833.2,0,
21912,74831,74831,2024-10-27,Standard,48067.01,0,
21913,74833,74833,2025-05-17,At-Risk,80144.73,1,2027-02-21
21914,74834,74834,2025-04-28,Standard,73877.26,0,
21915,74838,74838,2025-05-30,Standard,101622.33,1,2026-12-20
21916,74842,74842,2024-01-30,At-Risk,22227.26,0,
21917,74844,74844,2024-09-27,Standard,81116.82,0,
21918,74846,74846,2024-06-21,At-Risk,30660.39,0,
21919,74848,74848,2024-12-28,At-Risk,120566.0,1,2026-08-27
21920,74849,74849,2024-12-11,Standard,53943.44,0,
21921,74852,74852,2024-08-21,Standard,76206.7,0,
21922,74853,74853,2025-06-29,Standard,26690.34,1,2027-01-08
21923,74855,74855,2024-04-20,Standard,116226.73,0,
21924,74857,74857,2024-02-06,Standard,52712.3,0,
21925,74862,74862,2025-07-08,Standard,104148.23,0,
21926,74866,74866,2024-02-28,Standard,48076.04,1,2025-08-24
21927,74871,74871,2025-02-22,Standard,66412.11,0,
21928,74874,74874,2024-11-03,Standard,60716.43,0,
21929,74876,74876,2024-10-28,Standard,76909.19,0,
21930,74877,74877,2025-08-18,Standard,204185.4,0,
21931,74883,74883,2024-08-22,Standard,72611.73,0,
21932,74884,74884,2025-10-03,Standard,278071.06,0,
21933,74885,74885,2025-04-14,Standard,99535.43,0,
21934,74886,74886,2024-02-11,Standard,106937.65,0,
21935,74887,74887,2025-06-14,At-Risk,23660.0,0,
21936,74888,74888,2024-12-21,At-Risk,19304.03,0,
21937,74889,74889,2025-11-25,Standard,70704.13,0,
21938,74894,74894,2025-04-16,Standard,34231.07,0,
21939,74897,74897,2024-06-06,Standard,40938.57,0,
21940,74899,74899,2024-12-02,At-Risk,69769.15,0,
21941,74904,74904,2024-03-27,Standard,340678.31,0,
21942,74907,74907,2024-03-27,Standard,46672.57,0,
21943,74916,74916,2025-01-06,Standard,77521.05,0,
21944,74933,74933,2024-03-14,Standard,86004.36,0,
21945,74937,74937,2024-12-28,At-Risk,56794.95,0,
21946,74939,74939,2024-10-21,Standard,333045.75,0,
21947,74941,74941,2025-07-22,Standard,108721.81,0,
21948,74945,74945,2025-05-25,Standard,60041.51,1,2025-08-05
21949,74949,74949,2026-01-24,Standard,51158.22,0,
21950,74950,74950,2024-06-20,At-Risk,38686.58,0,
21951,74954,74954,2025-07-08,Standard,45013.68,1,2026-09-24
21952,74955,74955,2025-01-14,Standard,66028.3,0,
21953,74958,74958,2025-09-05,Standard,85485.51,1,2026-05-15
21954,74964,74964,2025-05-10,Standard,60226.02,1,2027-04-16
21955,74966,74966,2025-08-05,Standard,46530.2,0,
21956,74971,74971,2025-10-09,At-Risk,20233.88,0,
21957,74975,74975,2026-01-01,Standard,271198.93,0,
21958,74979,74979,2025-06-03,High-Value,311024.95,0,
